	id	leg_term	desc	pos_tag	term_root
143	17688770452157789	мал эмнэлгийн гэрчилгээ	экспортлогдож буй амьтан, түүний гаралтай түүхий эд, бүтээгдэхүүн нь олон улсын гэрээ болон дотоодын хууль тогтоомжид заасан тодорхой нөхцөл шаардлагыг хангаж байгааг гэрчлэн экспортлогч орны эрх бүхий байгууллагаас олгосон баталгаажуулалтын баримт бичгийг	NM	гэрчилгээ
1071	17688770473351036	батлан хамгаалах чадавх	улсын эдийн засаг, хүн амын эрүүл мэнд, боловсрол, төрийн цэргийн байгуулал, мэдээллийн болон улс төр-дипломатын чадавхын нэгдлийг	NM	чадавх
912	17688770462964685	нисэхийн аюулгүй байдал	нисэхийг хөндлөнгийн хууль бус үйлдлээс хамгаалахтай холбогдсон цогцолбор арга хэмжээ	NM	байдал
247	17688770453588770	багшийн ажлын гүйцэтгэл	суралцагчдын хөгжил, хүмүүжил, төлөвшил, хандлага, ажлын байрны тодорхойлолтод тусгагдсан бусад чиг үүргийн хүрээнд өөрийн болон хөндлөнгийн үнэлгээгээр илэрхийлэгдэх үр дүнг	NM	гүйцэтгэл
58	17688770451107169	агаар бохирдуулах бодис	агаарын тухай хуулийн 316-д заасныг	NM	бодис
69	17688770451135194	цэргийн зориулалтын бүс	цэргийн үйл ажиллагаа явуулахад зориулан тогтоосон, өндөр болон өргөнөөр хязгаарлагдсан агаарын зайг	NM	бүс
788	17688770461151534	зөвлөлдөх санал асуулга	нийтийн ашиг сонирхлыг хөндсөн асуудлаар энэ хуулийн 313-т заасан этгээд шийдвэр гаргахын өмнө болон түүнийг хэрэгжүүлж, сахин мөрдөж байгаа байдлын талаар тохиолдлын зарчмаар түүвэрлэн сонгосон иргэдээс тусгай бэлтгэсэн асуултаар санал авах замаар иргэдийг төрийн үйл хэрэгт оролцуулах цогц үйл ажиллагааг	NM	асуулга
111	17688770451386308	үндэстэн дамнасан групп	дараах нөхцөлийн аль нэгийг хангасан группийг:	NM	групп
866	17688770462801622	инновацийн бүтээгдэхүүн	энэ хуулиар тогтоосон шаардлага, нөхцөлийг хангасан, зах зээл дээрх ижил төстэй бүтээгдэхүүн, үйлчилгээнээс техник, эдийн засгийн үзүүлэлт, шинжлэх ухааны багтаамж, нэмүү өртөг бий болгох болон өрсөлдөх чадвараар илүү инновацийн үйл ажиллагааны үр дүнг	NM	бүтээгдэхүүн
47	17688770451012256	орон нутгийн тээвэрлэлт	тухайн аймаг, сумын нутаг дэвсгэрт хийх тээвэрлэлтийг	NM	тээвэрлэлт
75	17688770451175234	агаар бохирдуулах бодис	бохирдлын аливаа эх үүсвэр, эсхүл түүнээс хаягдаж хүрээлэн байгаа агаар бохирдуулж байгаа физик, хими, биологийн болон цацраг идэвхт бодис, тэдгээрийн хольцыг	NM	бодис
1109	17688770473973925	орон нутгийн эрх хэмжээ	нэгжийн удирдлагад хуулиар тусгайлан олгосон чиг үүрэг, нутгийн өөрийн удирдлага болон нэгжийн гүйцэтгэх удирдлагын бүрэн эрхийг	NM	хэмжээ
1028	17688770465083401	мал эмнэлгийн үйлчилгээ	мал, амьтны болон нийтийн эрүүл мэндийг хамгаалах чиглэлээр мал эмнэлгийн мэргэжлийн байгууллагаас хэрэгжүүлж байгаа үйл ажиллагааг	NM	үйлчилгээ
1075	17688770473351438	орон нутгийн хамгаалалт	орон нутгийн хамгаалалтын тухай хуулийн 411-д заасныг	NM	хамгаалалт
799	17688770462561544	зохиогчийн эрх эзэмшигч	зохиогч, энэ хуульд заасны дагуу шинжлэх ухаан, утга зохиол, урлагийн бүтээлийг ашиглах онцгой эрхийг эдлэх бусад хувь хүн, хуулийн этгээд, эсхүл тэдгээрээс эрх шилжүүлэн авсан хувь хүн, хуулийн этгээдийг	NM	эзэмшигч
576	17688770457258331	бүтцийн бус арга хэмжээ	хууль тогтоомж, дүрэм, журам, заавар, стандартыг мөрдөх, гамшгийн эрсдэлийг бууруулах ажиллагааг төлөвлөх, хэрэгжүүлэх, сургалт, сурталчилгаа зохион байгуулах болон бусад арга хэмжээг ойлгоно	NM	хэмжээ
36	17688770450871237	улсын чанартай авто зам	нийслэлийг аймгийн төвтэй, аймгийн төвийг хооронд нь болон хилийн боомттой холбосон авто замыг	NM	зам
639	17688770458574605	даатгалын үйл ажиллагаа	даатгалын гэрээний дагуу даатгагч нь даатгалын тохиолдол үүсэхэд учирсан хохирол буюу хэлэлцэн тохирсон даатгалын нөхөн төлбөрийг төлөх үүргийг тодорхой этгээдийн өмнө хүлээж буй үйл ажиллагааг	NM	ажиллагаа
